RowID,Nation,FIS code,Year,Time,Bib,Rank,Athlete,Event Name,Date
36,JPN,9300905,2002,27.47,24,36,KANEMATSU Naoki,Qualification Götschen (GER),2023-12-08
37,POL,9430012,1987,27.50,42,37,GASIENICA-DANIEL Andrzej,Qualification Götschen (GER),2023-12-08
38,ITA,9290515,2007,27.54,51,38,RABANSER Tommy,Qualification Götschen (GER),2023-12-08
39,ITA,9290437,2004,27.59,68,39,DA COL Tommaso Felice,Qualification Götschen (GER),2023-12-08
40,GER,9200191,2003,27.64,35,40,KUEHNHAUSER Max,Qualification Götschen (GER),2023-12-08
41,AUT,9050318,2006,27.71,57,41,HAMMERSCHMIDT Lion,Qualification Götschen (GER),2023-12-08
42,CHN,1124990,2001,27.76,89,42,DING Xuedong,Qualification Götschen (GER),2023-12-08
43,GER,9200208,2005,27.83,69,43,RIEL Benedikt,Qualification Götschen (GER),2023-12-08
44,AUS,9040213,1999,27.84,77,44,EDMANSON Harvey,Qualification Götschen (GER),2023-12-08
45,AUT,9050324,2007,27.90,63,45,GRAVOGL Joachim,Qualification Götschen (GER),2023-12-08
46,CZE,9150343,2006,27.98,70,46,TULACH Ondrej,Qualification Götschen (GER),2023-12-08
47,GEO,1684990,1985,28.19,76,47,NAZGAIDZE Revaz,Qualification Götschen (GER),2023-12-08
48,ITA,9290441,2004,28.23,67,48,DORFMANN Simon,Qualification Götschen (GER),2023-12-08
49,UKR,9690062,1995,28.34,58,49,BELINSKYI Oleksandr,Qualification Götschen (GER),2023-12-08
50,ITA,1020634,1973,28.41,65,50,RABANSER Georg,Qualification Götschen (GER),2023-12-08
51,UKR,9690140,2001,28.45,53,51,KABALIUK Andrii,Qualification Götschen (GER),2023-12-08
52,JPN,9300973,2001,28.49,50,52,YOGO Ryusho,Qualification Götschen (GER),2023-12-08
53,ITA,9290514,2007,28.57,78,53,CRAZZOLARA Kevin,Qualification Götschen (GER),2023-12-08
54,USA,9530791,1994,28.60,45,54,ROSENCRANZ Ryan,Qualification Götschen (GER),2023-12-08
55,CZE,9150317,2004,28.87,71,55,KRUPA Adam,Qualification Götschen (GER),2023-12-08
56,POL,9430193,2004,28.96,64,56,MIKOLAJCZYK Maciej,Qualification Götschen (GER),2023-12-08
57,CZE,9150213,1981,29.01,60,57,URBAN Ales,Qualification Götschen (GER),2023-12-08
58,POL,9430191,2004,29.29,83,58,WILK Michal,Qualification Götschen (GER),2023-12-08
59,SUI,9510546,2006,29.72,86,59,MEISSER Nicola,Qualification Götschen (GER),2023-12-08
60,GER,9200234,2008,30.06,92,60,SCHWERDT Samuel,Qualification Götschen (GER),2023-12-08
61,CZE,1473042,1980,30.17,59,61,BRUZEK Viktor,Qualification Götschen (GER),2023-12-08
62,ITA,9290530,2007,30.54,79,62,DA COL Edoardo Leone,Qualification Götschen (GER),2023-12-08
63,SUI,9510555,2007,30.60,88,63,MOSCA Nuri,Qualification Götschen (GER),2023-12-08
64,SUI,9510518,2005,30.89,85,64,KATHRINER Arne,Qualification Götschen (GER),2023-12-08
65,GER,9200210,2005,31.06,84,65,ADLER Felix Nepomuk,Qualification Götschen (GER),2023-12-08
66,GER,9200220,2006,31.07,87,66,RIEDEL Arne,Qualification Götschen (GER),2023-12-08
67,KOR,9320243,2006,31.80,66,67,LEE Jeong-Gil,Qualification Götschen (GER),2023-12-08
68,CZE,9150395,2008,32.01,93,68,MICHAL Tomas,Qualification Götschen (GER),2023-12-08
69,POL,9430169,1999,33.52,55,69,RUTKOWSKI Mikolaj,Qualification Götschen (GER),2023-12-08
70,CZE,9150344,2006,35.50,80,70,SONKA Antonin,Qualification Götschen (GER),2023-12-08
71,CZE,9150345,2008,37.93,90,71,MARES Filip,Qualification Götschen (GER),2023-12-08
72,CZE,9150316,2004,39.94,75,72,BIEGEL Benjamin,Qualification Götschen (GER),2023-12-08
73,ITA,9290532,2008,"",91,"",APOLLONIO Luca,Qualification Götschen (GER),2023-12-08
74,HUN,9240046,2005,"",82,"",SZABO Marcell,Qualification Götschen (GER),2023-12-08
75,POL,9430207,2006,"",81,"",SLEDZ Stanislaw,Qualification Götschen (GER),2023-12-08
76,GER,9200201,2004,"",72,"",SOBINGER Tim,Qualification Götschen (GER),2023-12-08
77,SLO,7560012,1986,"",19,"",MARGUC Rok,Qualification Götschen (GER),2023-12-08
