RowID,Nation,FIS code,Year,Time,Bib,Rank,Athlete,Event Name,Date
28,BUL,9090160,2005,1:00.24,50,28,ZAMFIROV Tervel,Qualification Pamporovo (BUL),2024-01-20
29,ITA,9290395,2002,1:00.44,51,29,LANTSCHNER Fabian,Qualification Pamporovo (BUL),2024-01-20
30,ITA,9290463,2005,1:00.74,61,30,SANTUARI Mike,Qualification Pamporovo (BUL),2024-01-20
31,AUT,9050279,2001,1:04.40,42,31,BURGSTALLER Dominik,Qualification Pamporovo (BUL),2024-01-20
32,ITA,9290151,1992,"",38,32,FELICETTI Mirko,Qualification Pamporovo (BUL),2024-01-20
33,AUT,9050029,1988,30.81,37,33,KISLINGER Sebastian,Qualification Pamporovo (BUL),2024-01-20
34,JPN,9300870,2001,30.89,62,34,SHIMIZU Daichi,Qualification Pamporovo (BUL),2024-01-20
35,KOR,9320197,2002,30.91,66,35,MA Junho,Qualification Pamporovo (BUL),2024-01-20
36,AUT,9050316,2005,31.06,59,36,PIETSCH Werner,Qualification Pamporovo (BUL),2024-01-20
37,AUT,9050272,2001,31.24,40,37,PINK Matthaeus,Qualification Pamporovo (BUL),2024-01-20
38,KOR,9320222,2005,31.44,68,38,PARK Jisung,Qualification Pamporovo (BUL),2024-01-20
39,POL,9430124,1996,31.44,45,38,NOWACZYK Michal,Qualification Pamporovo (BUL),2024-01-20
40,JPN,9300856,2001,31.58,65,40,SHINOHARA Ryusuke,Qualification Pamporovo (BUL),2024-01-20
41,CAN,9100570,1996,31.64,60,41,LEFEBVRE Jules,Qualification Pamporovo (BUL),2024-01-20
42,UKR,9690062,1995,31.75,72,42,BELINSKYI Oleksandr,Qualification Pamporovo (BUL),2024-01-20
43,CAN,9100939,2000,31.84,57,43,NAZWASKI Michael,Qualification Pamporovo (BUL),2024-01-20
44,AUS,9040213,1999,32.09,73,44,EDMANSON Harvey,Qualification Pamporovo (BUL),2024-01-20
45,USA,9531069,1997,32.16,63,45,UDOLF Dylan,Qualification Pamporovo (BUL),2024-01-20
46,POL,9430169,1999,32.31,71,46,RUTKOWSKI Mikolaj,Qualification Pamporovo (BUL),2024-01-20
47,BUL,9090159,2004,32.39,67,47,GEORGIEV Kristian,Qualification Pamporovo (BUL),2024-01-20
48,BUL,9090158,2004,32.69,54,48,KRASHNIAK Alexander,Qualification Pamporovo (BUL),2024-01-20
49,BUL,9090090,1996,32.78,76,49,GYOSHARKOV Petar,Qualification Pamporovo (BUL),2024-01-20
50,BUL,9090065,1994,33.08,74,50,GANICHEV Dimitar,Qualification Pamporovo (BUL),2024-01-20
51,UKR,9690121,1999,33.88,53,51,KHARUK Mykhailo,Qualification Pamporovo (BUL),2024-01-20
52,CAN,9101030,2001,34.65,58,52,CARPENTIER Justin,Qualification Pamporovo (BUL),2024-01-20
53,BUL,9090170,2006,35.42,77,53,MILCHEV Georgi,Qualification Pamporovo (BUL),2024-01-20
54,BUL,1094937,1983,39.21,75,54,VANGELOV Stanislav,Qualification Pamporovo (BUL),2024-01-20
55,MKD,1568975,1979,"",70,"",KACARSKI Aleksandar,Qualification Pamporovo (BUL),2024-01-20
56,CZE,9150168,1999,"",69,"",POCINEK Adam,Qualification Pamporovo (BUL),2024-01-20
57,CAN,9100748,1998,"",64,"",KILMER-CHOI Richard Riley,Qualification Pamporovo (BUL),2024-01-20
58,CAN,9100940,2000,"",56,"",BEHAN Jamie,Qualification Pamporovo (BUL),2024-01-20
59,GER,9200158,2001,"",47,"",PRANTL Ole-Mikkel,Qualification Pamporovo (BUL),2024-01-20
60,GER,9200128,1999,"",43,"",HUBER Elias,Qualification Pamporovo (BUL),2024-01-20
61,GER,9200145,2000,"",52,"",ANGENEND Yannik,Qualification Pamporovo (BUL),2024-01-20
